,threshold,max_assocs,n_assocs,n_assocs_pc,density
0,0.6000000000000001,100.0,22710.0,0.23296130647080546,0.06308333333333334
1,0.6500000000000001,100.0,21882.0,0.17902022383663851,0.060783333333333335
2,0.6000000000000001,100.0,22742.0,0.20819906254577414,0.06317222222222223
3,0.7000000000000001,100.0,18954.0,0.16460555111682357,0.05265
4,0.7000000000000001,100.0,19474.0,0.1766381249546477,0.054094444444444445
5,0.6000000000000001,100.0,23136.0,0.2042264710555585,0.06426666666666667
6,0.6500000000000001,100.0,21174.0,0.18561635429633397,0.05881666666666667
7,0.6500000000000001,100.0,21426.0,0.20692252718598497,0.05951666666666667
8,0.6500000000000001,100.0,21538.0,0.1948399703280201,0.05982777777777778
9,0.6500000000000001,100.0,21486.0,0.19994044406394818,0.05968333333333333
10,0.6500000000000001,100.0,21566.0,0.20139329871876285,0.05990555555555555
11,0.6000000000000001,100.0,23170.0,0.22883046595690046,0.0643611111111111
12,0.7000000000000001,100.0,19428.0,0.17239298644139986,0.05396666666666667
13,0.6500000000000001,100.0,20946.0,0.20591415819586717,0.05818333333333333
14,0.6500000000000001,100.0,21796.0,0.17952392718886417,0.06054444444444444
15,0.6500000000000001,100.0,21280.0,0.19245030477327402,0.059111111111111114
16,0.6000000000000001,100.0,22632.0,0.21881465725611524,0.06286666666666667
17,0.6500000000000001,100.0,21586.0,0.20985397911765277,0.05996111111111111
18,0.6500000000000001,100.0,21094.0,0.2011404378671142,0.05859444444444444
19,0.7000000000000001,100.0,18098.0,0.1646140692365065,0.050272222222222225
